INSTNM,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN
Hampton University,0.323,0.677,0.0037,0.9757,0.0046,6e-4,0.0015,3e-4,0,0.012,0.0015
Hollins University,0,1,0.6048,0.1486,0.1025,0.0208,0.003,0.0015,0.049,0.0624,0.0074
J Sargeant Reynolds Community College,0.3908,0.6092,0.4101,0.31,0.1026,0.0659,0.0032,0.0025,0.0484,0.0335,0.0238
James Madison University,0.4307,0.5693,0.7455,0.0447,0.0787,0.0494,0.0012,0.0013,0.0513,0.0071,0.0208
Brightpoint Community College,0.425,0.575,0.4771,0.2385,0.1518,0.036,0.0036,9e-4,0.0506,0.0119,0.0296
Liberty University,0.4457,0.5543,0.576,0.0983,0.0744,0.0173,0.004,0.0023,0.0414,0.0085,0.1777
Longwood University,0.303,0.697,0.7169,0.1038,0.0727,0.0162,0.0017,3e-4,0.0524,0.0169,0.0189
Laurel Ridge Community College,0.353,0.647,0.6435,0.0619,0.1696,0.0221,0.0038,3e-4,0.0445,0.0155,0.0388
University of Lynchburg,0.3809,0.6191,0.5891,0.0932,0.0744,0.0163,0.0025,0.0019,0.0463,0.0694,0.1069
Centra College,0.1132,0.8868,0.6698,0.1321,0.0236,0.0142,0,0,0.066,0,0.0943
Mary Baldwin University,0.2416,0.7584,0.4966,0.2626,0.0842,0.0168,0.0025,8e-4,0.0564,0.0101,0.0699
University of Mary Washington,0.3716,0.6284,0.5976,0.0799,0.1333,0.0479,0.0017,0,0.0519,0.0217,0.0659
Marymount University,0.3877,0.6123,0.2969,0.1471,0.2641,0.0719,0,0.0011,0.0479,0.1192,0.0518
Sovah School of Health Professions,0.1,0.9,0.9,0,0.1,0,0,0,0,0,0
Mountain Empire Community College,0.3855,0.6145,0.9185,0.0226,0.0258,0.0032,8e-4,0,0.0234,0,0.0056
American National University,0.1866,0.8134,0.437,0.3841,0.0218,0.0886,0.0187,0.0047,0.0311,0,0.014
New River Community College,0.5055,0.4945,0.8039,0.0522,0.0496,0.0115,0.0037,0,0.0339,0.0172,0.0282
Sentara College of Health Sciences,0.0502,0.9498,0.6234,0.1297,0.0711,0.1088,0,0.0042,0.0544,0,0.0084
Tidewater Tech-Trades,0.8755,0.1245,0.2607,0.5409,0.0895,0.0156,0.0136,0.0058,0.0739,0,0
Norfolk State University,0.3301,0.6699,0.0198,0.8422,0.0508,0.002,0.0015,0,0.0575,0.0153,0.0109
Northern Virginia Community College,0.4886,0.5114,0.263,0.1523,0.2947,0.1505,0.002,0.0021,0.0435,0.0512,0.0408
Old Dominion University,0.4564,0.5436,0.4136,0.3225,0.1064,0.0536,0.0021,0.0027,0.0697,0.0118,0.0178
Patrick & Henry Community College,0.4592,0.5408,0.5322,0.2459,0.1269,0.0064,7e-4,7e-4,0.0461,0.0184,0.0227
Paul D Camp Community College,0.3421,0.6579,0.4231,0.4744,0.0413,0.0066,0.0066,0.0017,0.0248,0.0033,0.0182
Southside College of Health Sciences,0.0769,0.9231,0.6703,0.2198,0.011,0.022,0.044,0,0.022,0,0.011
Piedmont Virginia Community College,0.3971,0.6029,0.5577,0.16,0.1247,0.0445,0.0033,0.0013,0.0524,0.0122,0.0439
Radford University,0.351,0.649,0.6641,0.1433,0.0838,0.0164,0.0023,9e-4,0.0533,0.0082,0.0276
Sylvain Melloul International Hair Academy,0.1503,0.8497,0.4902,0.4052,0.085,0.0131,0,0,0.0065,0,0
Randolph-Macon College,0.4627,0.5373,0.7448,0.0873,0.0551,0.0255,0.0013,7e-4,0.0598,0.0114,0.0141
Randolph College,0.3981,0.6019,0.5712,0.2115,0.1077,0.0269,0.0058,0.0038,0.0346,0.0385,0
Rappahannock Community College,0.327,0.673,0.6062,0.22,0.0622,0.0114,0.0076,8e-4,0.0615,0.0068,0.0235
Fortis College-Norfolk,0.0557,0.9443,0.0835,0.7935,0.0325,0.0186,0.0046,0.007,0.0464,0,0.0139
Richard Bland College,0.4456,0.5544,0.3805,0.3905,0.0613,0.0075,0.01,0,0.0989,0.035,0.0163
Bon Secours Memorial College of Nursing,0.0892,0.9108,0.63,0.2543,0.0095,0.0626,0.0076,0,0.0361,0,0
University of Richmond,0.46,0.54,0.6103,0.0626,0.1009,0.0613,0.001,3e-4,0.0436,0.1066,0.0133
Riverside College of Health Careers,0.0892,0.9108,0.5631,0.2585,0.0585,0.0338,0.0031,0.0031,0.0769,0,0.0031
Roanoke College,0.4564,0.5436,0.7735,0.0639,0.0655,0.0183,0.0033,0.0011,0.0383,0.0361,0
Bon Secours St Mary's Hospital School of Medical Imaging,0.129,0.871,0.8065,0.1613,0,0.0323,0,0,0,0,0
Shenandoah University,0.4335,0.5665,0.6027,0.0874,0.1086,0.0306,0.0108,0.0038,0.0324,0.0028,0.1208
Southeastern Free Will Baptist Bible College,0.5541,0.4459,0.9189,0,0.0405,0.0135,0.0135,0,0.0135,0,0
Southern Virginia University,0.516,0.484,0.7601,0.0527,0.0693,0.0083,0.0052,0.031,0.0527,0.0196,0.001
Southside Virginia Community College,0.3341,0.6659,0.4632,0.4158,0.0501,0.0071,0.0022,5e-4,0.036,0.0054,0.0196
Southwest Virginia Community College,0.3581,0.6419,0.9019,0.0313,0.0188,0.0044,0.0031,0,0.0231,0.0094,0.0081
Staunton School of Cosmetology,0.12,0.88,0.76,0.16,0.08,0,0,0,0,0,0
Strayer University-Virginia,0.3368,0.6632,0.2483,0.5338,0.0975,0.0433,0.0055,0.003,0.0493,0.004,0.0154
Sweet Briar College,0,1,0.6803,0.0907,0.0475,0.0281,0.0108,0.0022,0.0086,0.095,0.0367
Virginia Peninsula Community College,0.424,0.576,0.4301,0.2953,0.1187,0.0349,0.0038,0.0031,0.0774,0.0064,0.0302
Tidewater Community College,0.4136,0.5864,0.4085,0.3107,0.1208,0.0484,0.004,0.0042,0.0702,0.0092,0.024
University of Virginia's College at Wise,0.4127,0.5873,0.5025,0.0931,0.0132,0.0181,0.0016,0,0.0107,0,0.3608
Virginia Highlands Community College,0.3573,0.6427,0.8861,0.0315,0.0375,0.006,0.0022,7e-4,0.0255,7e-4,0.0097
Virginia Polytechnic Institute and State University,0.5717,0.4283,0.5818,0.0616,0.1031,0.1276,0.001,9e-4,0.055,0.0438,0.0252
Virginia Western Community College,0.4125,0.5875,0.6635,0.1337,0.0781,0.0349,0.0029,0.0013,0.0537,0.0106,0.0212
Virginia Commonwealth University,0.3637,0.6363,0.4058,0.2165,0.1166,0.142,0.0025,0.0014,0.0803,0.0175,0.0174
University of Virginia-Main Campus,0.4342,0.5658,0.5045,0.0757,0.0736,0.1912,0.0013,5e-4,0.0579,0.0459,0.0494
Virginia Military Institute,0.8692,0.1308,0.7173,0.0712,0.0936,0.05,0.0038,0.0071,0.0391,0.0154,0.0026
Asher Institute of Hampton,0.4068,0.5932,0.0508,0.8898,0.0254,0,0,0,0.0169,0,0.0169
Virginia University of Lynchburg,0.9,0.1,0.0059,0.9059,0.0059,0,0,0,0,0,0.0824
Virginia State University,0.4042,0.5958,0.0257,0.9294,2e-4,0.0031,0.0025,0,0,0.0063,0.0328
Virginia Union University,0.4788,0.5212,0.0113,0.889,0.0243,0,0.0017,0.0052,0.0338,0.0104,0.0243
Virginia Wesleyan University,0.4377,0.5623,0.5012,0.2277,0.103,0.0257,0.0177,0,0.0603,0.0314,0.033
Washington and Lee University,0.4857,0.5143,0.7006,0.0441,0.0844,0.043,0.0016,0.0016,0.0451,0.0706,0.009
Wytheville Community College,0.3035,0.6965,0.8617,0.0358,0.0618,0.0065,0.0024,0,0.022,8e-4,0.009
Bellevue College,0.4446,0.5554,0.3236,0.053,0.1336,0.1969,0.0014,0.0016,0.0794,0.1069,0.1035
Bellingham Technical College,0.4734,0.5266,0.5883,0.0151,0.1733,0.0552,0.0085,0.0013,0.0716,7e-4,0.086
Big Bend Community College,0.4239,0.5761,0.3825,0.0148,0.4926,0.0078,0.0023,8e-4,0.0351,0,0.064
Central Washington University,0.4702,0.5298,0.5569,0.0501,0.2175,0.0408,0.0057,0.0085,0.0797,0.0243,0.0165
Centralia College,0.4275,0.5725,0.5942,0.0325,0.1944,0.0149,0.0102,0.0034,0.0745,0.0014,0.0745
City University of Seattle,0.44,0.56,0.2081,0.0651,0.1201,0.0577,0,0.0064,0.0266,0.0229,0.4931
Paul Mitchell the School-Richland,0.1285,0.8715,0.3854,0.0104,0.4792,0.0069,0.0208,0.0035,0.0799,0.0035,0.0104
Clark College,0.3946,0.6054,0.54990000000000006,0.034,0.1892,0.0534,0.0047,0.0045,0.0745,0.0089,0.0809
Clover Park Technical College,0.3724,0.6276,0.3868,0.1365,0.156,0.0625,0.0058,0.0108,0.103,0.0037,0.1349
Columbia Basin College,0.3855,0.6145,0.3398,0.0137,0.5166,0.0232,0.0028,9e-4,0.0409,0.0021,0.0599
Cornish College of the Arts,0.3125,0.6875,0.6625,0.0479,0.0063,0.0479,0.0125,0,0.0771,0.0208,0.125
Divers Institute of Technology,0.9498,0.0502,0.6918,0.0502,0.1326,0.0179,0.0251,0.0036,0.0717,0,0.0072
Eastern Washington University,0.4382,0.5618,0.5967,0.0443,0.1947,0.0235,0.013,0.0057,0.0658,0.0049,0.0513
Edmonds College,0.4454,0.5546,0.3345,0.0894,0.1422,0.1437,0.0045,0.0021,0.071,0.1088,0.1038
Everett Community College,0.4246,0.5754,0.4516,0.0439,0.191,0.0937,0.0046,0.0043,0.0745,0.032,0.1046
The Evergreen State College,0.381,0.619,0.573,0.0622,0.1518,0.0196,0.0333,0.0034,0.0872,0,0.0695
Pierce College District,0.3599,0.6401,0.3746,0.1043,0.2006,0.0809,0.0065,0.0143,0.1128,0.0294,0.0767
Glen Dow Academy of Hair Design,0.0556,0.9444,0.7333,0.0333,0.0333,0.0111,0.0111,0.0111,0.0444,0,0.1222
Gonzaga University,0.467,0.533,0.6338,0.0124,0.1326,0.0671,0.0047,0.0031,0.0806,0.0506,0.0151
Grays Harbor College,0.4168,0.5832,0.5416,0.0359,0.2146,0.0236,0.0255,0.0019,0.0737,9e-4,0.0822
Green River College,0.4935,0.5065,0.2736,0.0921,0.1594,0.1327,0.0061,0.0061,0.0768,0.1472,0.1061
Toni & Guy Hairdressing Academy-Shoreline,0.1969,0.8031,0.4409,0.1496,0.252,0.0945,0.0157,0,0.0079,0,0.0394
Heritage University,0.2251,0.7749,0.0818,0.0064,0.7276,0.0141,0.1368,0,0.0153,0.0038,0.0141
Highline College,0.3631,0.6369,0.1821,0.1919,0.1982,0.1672,0.0049,0.0098,0.0705,0.0714,0.1041
International Air and Hospitality Academy,0.2879,0.7121,0.3864,0.1591,0.2273,0.0152,0.0152,0,0.0227,0,0.1742
Bastyr University,0.1552,0.8448,0.7759,0.069,0.0345,0,0.0172,0.0172,0.0862,0,0
Bates Technical College,0.6293,0.3707,0.3732,0.1141,0.173,0.0508,0.0068,0.0099,0.0918,0.0037,0.1767
Lake Washington Institute of Technology,0.4006,0.5994,0.402,0.0574,0.1744,0.1152,0.0046,0.0018,0.0679,0.0776,0.0991
Lower Columbia College,0.2811,0.7189,0.6575,0.0258,0.1423,0.0184,0.0103,0.0046,0.078,0.0126,0.0505
BJ's Beauty & Barber College,0.8462,0.1538,0.1538,0,0.5,0.1538,0,0.1923,0,0,0
North Seattle College,0.3994,0.6006,0.3263,0.1261,0.1999,0.1035,0.0032,0.0032,0.0824,0.0398,0.1157
Northwest University,0.3832,0.6168,0.6168,0.0639,0.1324,0.0467,0,0.0016,0.081,0.0374,0.0202
Olympic College,0.422,0.578,0.4597,0.0359,0.1321,0.0693,0.0101,0.0104,0.1125,0.0132,0.1569
Perry Technical Institute,0.816,0.184,0.3094,0.0082,0.5961,0.0082,0.0195,0.0062,0.0216,0.0206,0.0103
Pacific Lutheran University,0.3621,0.6379,0.4591,0.0489,0.1877,0.1136,0.0085,0.0243,0.1128,0.0362,0.0089
Peninsula College,0.3828,0.6172,0.5241,0.0378,0.1361,0.0158,0.043,0.0018,0.1071,0.0334,0.101
University of Puget Sound,0.4335,0.5665,0.6744,0.0319,0.1036,0.0644,0.0055,0.0031,0.0895,0.0055,0.0221
Renton Technical College,0.4997,0.5003,0.2177,0.1793,0.2001,0.193,0.0026,0.0078,0.0741,0.0052,0.1202
Saint Martin's University,0.4131,0.5869,0.3772,0.075,0.244,0.1021,0.0088,0.0502,0.1204,0.0159,0.0064
South Seattle College,0.5712,0.4288,0.2522,0.1813,0.1839,0.1666,0.0067,0.0067,0.0676,0.0408,0.0943
Seattle Central College,0.438,0.562,0.2575,0.1694,0.1356,0.1549,0.0028,0.0034,0.0742,0.1026,0.0995
Seattle Pacific University,0.3314,0.6686,0.3772,0.0815,0.1852,0.1616,0.0024,0.0068,0.0984,0.0603,0.0265
Seattle University,0.393,0.607,0.3131,0.0651,0.1535,0.2684,0.0019,0.0097,0.102,0.077,0.0092
Shoreline Community College,0.4226,0.5774,0.3345,0.0801,0.1293,0.1328,0.0064,0.0019,0.0737,0.1373,0.1039
Skagit Valley College,0.4262,0.5738,0.4564,0.0213,0.2859,0.0391,0.0093,0.0019,0.0682,0.0093,0.1085
South Puget Sound Community College,0.4153,0.5847,0.4799,0.0423,0.1768,0.0676,0.0067,0.0074,0.0958,0.0234,0.0999
Spokane Community College,0.3911,0.6089,0.6262,0.0365,0.123,0.0255,0.0151,0.0041,0.0717,0.0114,0.0865
Spokane Falls Community College,0.4141,0.5859,0.6269,0.0351,0.1191,0.0219,0.0139,0.0052,0.083,0.0142,0.0809
Stylemaster College of Hair Design,0.0469,0.9531,0.8906,0.0156,0.0781,0,0.0156,0,0,0,0
Tacoma Community College,0.3416,0.6584,0.339,0.1012,0.1817,0.0855,0.0075,0.012,0.1304,0.0374,0.1052
Walla Walla Community College,0.5185,0.4815,0.4882,0.0607,0.301,0.0152,0.0122,0.003,0.0485,0.0038,0.0675
Walla Walla University,0.5181,0.4819,0.4794,0.0346,0.2339,0.0552,0.0016,0.0099,0.0947,0.0807,0.0099
Washington State University,0.4703,0.5297,0.5893,0.0291,0.1748,0.0688,0.0057,0.0064,0.0778,0.0279,0.0202
University of Washington-Seattle Campus,0.4323,0.5677,0.3389,0.0393,0.0974,0.2725,0.0029,0.0031,0.0793,0.127,0.0396
Wenatchee Valley College,0.3757,0.6243,0.3593,0.0108,0.4926,0.0131,0.0204,0,0.0409,6e-4,0.0624
Western Washington University,0.4244,0.5756,0.6939,0.0198,0.1098,0.058,0.0036,0.0021,0.0911,0.008,0.0136
Whatcom Community College,0.4557,0.5443,0.5346,0.0171,0.1491,0.0654,0.0101,0.0018,0.0667,0.0241,0.1311
Whitman College,0.4314,0.5686,0.5798,0.0289,0.1169,0.0545,0.002,0,0.0624,0.1399,0.0158
Whitworth University,0.4458,0.5542,0.6357,0.0254,0.1235,0.0379,0.0042,0.0192,0.0996,0.0493,0.0052
Yakima Valley College,0.3029,0.6971,0.2611,0.0067,0.6164,0.0118,0.0114,8e-4,0.0311,0.0028,0.0579
Appalachian Beauty School,0.0465,0.9535,1,0,0,0,0,0,0,0,0
Appalachian Bible College,0.5774,0.4226,0.9167,0.0298,0.006,0,0,0,0,0.0357,0.0119
B M Spurr School of Practical Nursing,0.0625,0.9375,1,0,0,0,0,0,0,0,0
Ben Franklin Career Center,0.6263,0.3737,0.7778,0.1717,0.0101,0.0101,0,0,0.0303,0,0
Bethany College,0.595,0.405,0.4751,0.1807,0.0436,0.0062,0.0016,0.0016,0.0421,0.0732,0.176
Bluefield State University,0.3972,0.6028,0.7222,0.1714,0.0406,0.0024,0,0,0.0512,0.0041,0.0081
Cabell County Career Technology Center,0.9615,0.0385,0.8077,0.0769,0,0.0385,0,0,0.0769,0,0
Charleston School of Beauty Culture,0.2778,0.7222,0.7037,0.1667,0.0185,0,0,0,0.1111,0,0
University of Charleston,0.6135,0.3865,0.6635,0.0864,0.0807,0.012,0.0014,0.0024,0.0461,0.0739,0.0336
Clarksburg Beauty Academy and School of Massage Therapy,0.069,0.931,0.9138,0.069,0.0172,0,0,0,0,0,0
Concord University,0.411,0.589,0.8013,0.0803,0.0072,0.0065,0.0043,0,0.0473,0.0366,0.0165
Davis & Elkins College,0.442,0.558,0.5419,0.0602,0.0441,0.0044,0.0117,0.0088,0.0044,0.1336,0.1909
Fairmont State University,0.4394,0.5606,0.8714,0.0502,0.0074,0.0033,0.0037,0,0.0461,0.0126,0.0052
Glenville State University,0.5794,0.4206,0.7664,0.1266,0.0212,0.0068,0.0102,0,0.0246,0.0391,0.0051
Huntington Junior College,0.2249,0.7751,0.8421,0.1292,0,0,0,0,0.0191,0,0.0096
James Rumsey Technical Institute,0.7007,0.2993,0.8759,0.0876,0.0219,0.0073,0,0,0.0073,0,0
Ralph R Willis Career and Technical Center,0.25,0.75,1,0,0,0,0,0,0,0,0
Marshall University,0.4294,0.5706,0.7804,0.0561,0.0277,0.0155,0.0032,4e-4,0.038,0.0108,0.0678
Mercer County Technical Education Center,0.3333,0.6667,0.8529,0.1275,0.0196,0,0,0,0,0,0
Monongalia County Technical Education Center,0.4375,0.5625,0.9167,0.0417,0,0.0417,0,0,0,0,0
Morgantown Beauty College Inc,0.0405,0.9595,0.7838,0.0946,0.0135,0.0135,0,0,0.0811,0,0.0135
West Virginia University at Parkersburg,0.3682,0.6318,0.9374,0.0136,0.0165,0.0018,0,0.0012,0.0219,0.0059,0.0018
Potomac State College of West Virginia University,0.4296,0.5704,0.8277,0.0515,0.0284,0.0042,0.0011,0,0.0578,0.0116,0.0179
Academy of Careers and Technology,0.3333,0.6667,0.9048,0.0884,0,0,0,0,0.0068,0,0
Salem University,0.4259,0.5741,0.5396,0.1439,0.0561,0.0072,0.0072,0.0029,0.0072,0.1367,0.0993
Shepherd University,0.3928,0.6072,0.7187,0.0804,0.0838,0.0164,0.0021,0.0013,0.0644,0.0114,0.0215
Southern West Virginia Community and Technical College,0.2766,0.7234,0.9555,0.0166,0.0148,0,0.0026,0,0.0105,0,0
Fred W Eberle Technical Center,0.5714,0.4286,0.9832,0.0084,0.0084,0,0,0,0,0,0
West Virginia State University,0.4375,0.5625,0.5572,0.1318,0.0301,0.0053,8e-4,0,0.052,0.0392,0.1837
West Virginia University Hospital Departments of Rad Tech and Nutrition,0.2,0.8,0.9667,0.0167,0,0.0167,0,0,0,0,0
West Liberty University,0.3916,0.6084,0.8257,0.0463,0.0038,0.0032,0,0.0032,0.0558,0.0317,0.0304
West Virginia University Institute of Technology,0.6016,0.3984,0.7721,0.0307,0.0317,0.0119,0.003,0.003,0.0396,0.0951,0.0129
West Virginia Wesleyan College,0.5017,0.4983,0.6722,0.1221,0.0594,0.011,0.0066,0.0011,0.0363,0.0814,0.0099
West Virginia Junior College-Charleston,0.1546,0.8454,0.8707,0.0883,0.0063,0,0.0032,0,0.0315,0,0
West Virginia Junior College-Morgantown,0.137,0.863,0.9041,0.0462,0.0103,0.0086,0,0,0.0188,0,0.012
International Beauty School 4,0.1047,0.8953,0.5349,0.4186,0.0465,0,0,0,0,0,0
West Virginia Northern Community College,0.3732,0.6268,0.8866,0.0331,0.0255,0.0102,0.0025,0.0013,0.0369,0.0038,0
West Virginia University,0.4844,0.5156,0.8218,0.0288,0.0439,0.0167,0.0012,6e-4,0.0579,0.0162,0.013
Wheeling University,0.6631,0.3369,0.4392,0.2751,0.0653,0.0194,0.0018,0,0.0035,0.0265,0.1693
Wood County Technical Center-Practical Nursing,0.0357,0.9643,1,0,0,0,0,0,0,0,0
VICI Beauty School,0.0288,0.9712,0.6635,0.0096,0.2596,0.0288,0,0,0.0385,0,0
Alverno College,0.011,0.989,0.3108,0.163,0.4116,0.0442,0.0028,0.0014,0.0497,0.0055,0.011
Madison Area Technical College,0.4329,0.5671,0.5946,0.0829,0.1515,0.051,0.0049,6e-4,0.0718,0.0188,0.0238
Bellin College,0.068,0.932,0.8876,0.0089,0.0207,0.0207,0.0089,0.003,0.0325,0,0.0178
Beloit College,0.4855,0.5145,0.5033,0.0846,0.1771,0.0245,0,0,0.0445,0.1425,0.0234
Blackhawk Technical College,0.3394,0.6606,0.698,0.0659,0.16,0.0151,0.0028,4e-4,0.0326,0.0069,0.0183
Carroll University,0.3402,0.6598,0.7129,0.0313,0.1212,0.0289,0.0016,8e-4,0.0321,0.0321,0.0392
Carthage College,0.4441,0.5559,0.672,0.0654,0.161,0.0217,0.0038,0.0015,0.0419,0.0133,0.0194
Concordia University-Wisconsin,0.3909,0.6091,0.7,0.0961,0.0736,0.0273,0.0035,0.0013,0.0238,0.0229,0.0515
Edgewood College,0.3188,0.6812,0.7672,0.0408,0.1014,0.0236,0.0027,0.0018,0.0335,0.01,0.019
Fox Valley Technical College,0.5503,0.4497,0.7327,0.0285,0.0633,0.0451,0.011,0.001,0.0082,0.0092,0.1011
Gateway Technical College,0.4065,0.5935,0.5312,0.1256,0.2641,0.0137,0.0026,9e-4,0.0515,0.0011,0.0092
The Professional Hair Design Academy,0.1067,0.8933,0.8933,0.04,0,0.0267,0,0,0.04,0,0
Lakeland University,0.4374,0.5626,0.6358,0.1041,0.0813,0.0358,0.0065,0,0.0293,0.0057,0.1016
Lakeshore Technical College,0.5098,0.4902,0.7067,0.0294,0.1208,0.093,0.0092,0.0022,0.0245,5e-4,0.0136
Lawrence University,0.4648,0.5352,0.609,0.0366,0.1112,0.0481,0.0029,7e-4,0.0545,0.1155,0.0215
Maranatha Baptist University,0.3993,0.6007,0.7915,0.0159,0.0583,0.0707,0.0053,0,0.0265,0.0088,0.023
Marian University,0.36,0.64,0.6771,0.0686,0.099,0.019,0.0114,0.001,0.0324,0.0543,0.0371
Marquette University,0.4422,0.5578,0.6672,0.053900000000000003,0.1581,0.0627,0.0011,8e-4,0.0316,0.0145,0.0101
Mid-State Technical College,0.4318,0.5682,0.8252,0.0162,0.0591,0.032,0.0079,0.001,0.0212,0,0.0374
Milwaukee Area Technical College,0.3982,0.6018,0.3226,0.3168,0.1973,0.0552,0.0052,6e-4,0.05,0.0084,0.0438
Milwaukee Institute of Art & Design,0.2084,0.7916,0.6512,0.0566,0.1687,0.043,0.0045,0.0034,0.0691,0.0011,0.0023
Milwaukee School of Engineering,0.7219,0.2781,0.6912,0.0249,0.107,0.0506,8e-4,4e-4,0.0326,0.0437,0.0487
Moraine Park Technical College,0.4054,0.5946,0.8256,0.0274,0.0812,0.0152,0.0103,0,0.0188,0.0058,0.0157
Mount Mary University,0,1,0.3129,0.2233,0.34,0.064,0.0057,0.0043,0.0185,0.0114,0.0199
Nicolet Area Technical College,0.3428,0.6572,0.7734,0.017,0.0567,0.0085,0.102,0.0028,0.0312,0,0.0085
Northcentral Technical College,0.3869,0.6131,0.7956,0.0161,0.0529,0.0609,0.0101,9e-4,0.027,0,0.0365
Northeast Wisconsin Technical College,0.3942,0.6058,0.7188,0.0427,0.1276,0.046,0.0304,7e-4,0.0304,0,0.0034
Northland College,0.4661,0.5339,0.7287,0.0284,0.081,0.0088,0.0175,0,0.0569,0.0591,0.0197
Ripon College,0.5472,0.4528,0.7847,0.0458,0.1139,0.0125,0,0,0.025,0.0111,0.0069
Saint Norbert College,0.4517,0.5483,0.8508,0.0149,0.0617,0.016,0.004,6e-4,0.024,0.0177,0.0103
State College of Beauty Culture Inc,0,1,0.7955,0.0227,0.1136,0.0227,0.0227,0,0,0,0.0227
Southwest Wisconsin Technical College,0.3688,0.6312,0.8708,0.0486,0.0321,0.007,0.0023,0,0.0352,0,0.0039
Viterbo University,0.273,0.727,0.8154,0.0309,0.0682,0.0172,0.0029,0,0.0309,0.0172,0.0172
Chippewa Valley Technical College,0.3901,0.6099,0.8396,0.0204,0.0361,0.0439,0.0044,5e-4,0.0342,0.0015,0.0196
Waukesha County Technical College,0.5833,0.4167,0.632,0.0571,0.1172,0.0302,0.0044,0.0013,0.0213,0.0022,0.1341
Western Technical College,0.4604,0.5396,0.774,0.028,0.0661,0.0489,0.0119,3e-4,0.0393,0,0.0315
University of Wisconsin-Whitewater,0.5087,0.4913,0.796,0.0478,0.0929,0.0194,0.0026,9e-4,0.0266,0.0032,0.0107
Northwood Technical College,0.3786,0.6214,0.8559,0.0257,0.0365,0.0138,0.0405,0.001,0.0153,0.001,0.0104
University of Wisconsin-Eau Claire,0.394,0.606,0.8606,0.0102,0.0385,0.0289,0.0029,4e-4,0.0325,0.0203,0.0057
University of Wisconsin-Green Bay,0.3756,0.6244,0.7562,0.03,0.0909,0.044,0.0135,5e-4,0.0446,0.0114,0.009
University of Wisconsin-La Crosse,0.4314,0.5686,0.8886,0.0066,0.0396,0.0202,0.0014,8e-4,0.0309,0.0058,0.0061
Wisconsin Lutheran College,0.4727,0.5273,0.7225,0.0624,0.113,0.0168,0.004,0.001,0.0278,0.0069,0.0456
University of Wisconsin-Oshkosh,0.435,0.565,0.7835,0.0275,0.0695,0.0415,0.0043,0.0013,0.0353,0.0238,0.0133
University of Wisconsin-Parkside,0.447,0.553,0.5845,0.0837,0.2091,0.0329,0.001,7e-4,0.0542,0.0247,0.0091
Herzing University-Madison,0.1425,0.8575,0.3819,0.3648,0.1297,0.039,0.0057,0.0038,0.0333,0,0.0418
University of Wisconsin-Stout,0.5727,0.4273,0.8392,0.0127,0.0432,0.032,0.0037,7e-4,0.0329,0.0207,0.0149
University of Wisconsin-Superior,0.3691,0.6309,0.7815,0.0221,0.04,0.0126,0.0348,0.0026,0.0074,0.0964,0.0026
University of Wisconsin-Madison,0.4698,0.5302,0.6035,0.025,0.0831,0.1051,0.0024,6e-4,0.0477,0.1001,0.0324
University of Wisconsin-Milwaukee,0.4529,0.5471,0.6043,0.0814,0.1529,0.0718,0.0042,0.001,0.0468,0.0223,0.0153
University of Wisconsin-Platteville,0.6351,0.3649,0.8868,0.013,0.0488,0.0118,0.0015,7e-4,0.0187,0.0066,0.0121
University of Wisconsin-River Falls,0.3596,0.6404,0.8695,0.0185,0.0373,0.027,0.0029,7e-4,0.0219,0.0096,0.0125
University of Wisconsin-Stevens Point,0.4393,0.5607,0.8632,0.0125,0.0442,0.0283,0.0044,7e-4,0.03,0.0038,0.013
Casper College,0.3662,0.6338,0.7584,0.0179,0.1054,0.0089,0.0138,9e-4,0.0406,0.0246,0.0295
Central Wyoming College,0.4179,0.5821,0.4495,0.0041,0.1448,0.0061,0.1325,0.002,0.051,0.0255,0.1845
Eastern Wyoming College,0.3497,0.6503,0.7873,0.0143,0.0941,0,0.0245,0,0.0389,0.0368,0.0041
Laramie County Community College,0.3293,0.6707,0.62,0.0242,0.197,0.0121,0.009,0.0023,0.0492,0.0098,0.0765
Northwest College,0.3886,0.6114,0.701,0.0048,0.0944,0.0036,0.0157,0.0024,0.0303,0.1199,0.0278
Northern Wyoming Community College District,0.4001,0.5999,0.789,0.01,0.1108,0.0068,0.0112,0.0012,0.0442,0.0168,0.01
Western Wyoming Community College,0.4096,0.5904,0.7424,0.007,0.1753,0.0054,0.0078,0.0039,0.0419,0.0163,0
Cheeks Beauty Academy,0.1053,0.8947,0.5526,0.0263,0.4211,0,0,0,0,0,0
WyoTech,0.9153,0.0847,0.6395,0.0058,0.2816,0.0125,0.0224,0.0166,0.0199,0.0017,0
University of Wyoming,0.4625,0.5375,0.7819,0.0102,0.0941,0.0112,0.0065,0.0011,0.0382,0.0149,0.042
American Samoa Community College,0.3054,0.6946,0,0,0,0.0181,0,0.8778,0,0.1007,0.0034
Guam Community College,0.4054,0.5946,0.019,0.0071,0.0024,0.4608,0.0024,0.4838,0.0087,0,0.0158
University of Guam,0.4205,0.5795,0.0175,0.0035,0.0066,0.4792,8e-4,0.4458,0.0155,0.007,0.0241
Northern Marianas College,0.373,0.627,0.0089,8e-4,0.0129,0.4385,0,0.3641,0.0939,0.0809,0
